"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Transect ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Slope,Width,Length,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons","Large Items?","Debris Behind Back Barrier?","Datasheet Version","# of Large Items",Notes,Photos,"Item Type",Subtype,Status,"Width (m)","Length (m)",Description,Photo?
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-17-2012,"Year 1","United States",CA,Marin,161,15,3,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,53,100,"8:08 am","9:22 am",,Summer,summer,07-24-2012,none,"beaufort 1, 100% cloud cover",0,yes,,1.0,1,,Yes,Plastic,"Hard Plastic","partially buried",.3,.3,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-17-2012,"Year 1","United States",CA,Marin,163,15,16,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,51,100,"8:08 am","9:22 am",,Summer,summer,07-24-2012,none,"beaufort 1, 100% cloud cover",0,yes,,1.0,1,,No,Plastic,"Plastic rope/net","on surface",.05,2,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-17-2012,"Year 1","United States",CA,Marin,163,15,16,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,51,100,"8:08 am","9:22 am",,Summer,summer,07-24-2012,none,"beaufort 1, 100% cloud cover",0,yes,,1.0,1,,No,"Processed Lumber",Other,"on surface",.05,.45,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-17-2012,"Year 1","United States",CA,Marin,163,15,16,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,51,100,"8:08 am","9:22 am",,Summer,summer,07-24-2012,none,"beaufort 1, 100% cloud cover",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material","on surface",.1,1.35,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-17-2012,"Year 1","United States",CA,Marin,163,15,16,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,51,100,"8:08 am","9:22 am",,Summer,summer,07-24-2012,none,"beaufort 1, 100% cloud cover",0,yes,,1.0,1,,No,"Processed Lumber",Other,surface,.02,.4,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-17-2012,"Year 1","United States",CA,Marin,163,15,16,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,51,100,"8:08 am","9:22 am",,Summer,summer,07-24-2012,none,"beaufort 1, 100% cloud cover",0,yes,,1.0,1,,No,Plastic,Other,surface,.1,.3,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-20-2012,"Year 1","United States",CA,Marin,171,14,15,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,34.5,100,"8:31 am","9:40 am",,Summer,summer,07-22-2012,none,"beaufort 4, heavy fog",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material","on surface",.12,2,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-20-2012,"Year 1","United States",CA,Marin,172,14,3,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,35.2,100,"8:31 am","9:40 am",,Summer,summer,07-22-2012,none,"beaufort 4, heavy fog",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",surface,.06,.6,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-20-2012,"Year 1","United States",CA,Marin,172,14,3,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,35.2,100,"8:31 am","9:40 am",,Summer,summer,07-22-2012,none,"beaufort 4, heavy fog",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",surface,.1,1,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",08-20-2012,"Year 1","United States",CA,Marin,172,14,3,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,35.2,100,"8:31 am","9:40 am",,Summer,summer,07-22-2012,none,"beaufort 4, heavy fog",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",surface,.1,.7,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-17-2012,"Year 1","United States",CA,"San Mateo",178,17,4,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,37,100,"7:20 am","7:58 am",,Fall,summer,08-19-2012,none,calm,0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material","on surface",.08,.5,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-17-2012,"Year 1","United States",CA,Marin,182,15,2,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,60,100,"4:45 pm","5:45 pm",,Fall,summer,08-17-2012,none,"partly cloudy",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",surface,.03,.3,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-17-2012,"Year 1","United States",CA,Marin,183,15,14,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,60,100,"4:45 pm","5:45 pm",,Fall,summer,08-17-2012,none,"partly cloudy",0,yes,,1.0,1,,No,Plastic,Bags,"partially buried",.3,1,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-16-2012,"Year 1","United States",CA,Marin,185,16,2,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,,53.5,100,"7:15 am","9:30 am",,Fall,summer,08-18-2012,none,"light breeze, overcast",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material","partially buried",.2,1.05,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",09-16-2012,"Year 1","United States",CA,Marin,190,14,4,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,40,100,"4:59 pm","6:15 pm",,Fall,summer,08-20-2012,none,"moderate breeze",0,yes,,1.0,1,,No,Plastic,"Buoys & floats",surface,.15,.35,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",10-13-2012,"Year 1","United States",CA,Marin,199,16,4,"Limantour, Point Reyes National Seashore",38.02745,-122.89405,38.02715,-122.89546,,58.4,100,"2:45 pm","4:45 pm",,Fall,fall,09-16-2012,"light previous days","clear, slight breeze",0,no,,1.0,1,,No,"Processed Lumber","Lumber/building material",surface,.15,1.3,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",10-14-2012,"Year 1","United States",CA,Marin,205,15,1,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,55,100,"2:45 pm","4:20 pm",,Fall,fall,09-17-2012,"light rain previous days","light wind",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",surface,.02,.37,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",10-14-2012,"Year 1","United States",CA,Marin,205,15,1,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,55,100,"2:45 pm","4:20 pm",,Fall,fall,09-17-2012,"light rain previous days","light wind",0,yes,,1.0,1,,No,Plastic,"Hard Plastic",buried,.01,.7,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",10-14-2012,"Year 1","United States",CA,Marin,205,15,1,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,55,100,"2:45 pm","4:20 pm",,Fall,fall,09-17-2012,"light rain previous days","light wind",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",buried,.02,.33,"check size in photo",No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",10-14-2012,"Year 1","United States",CA,Marin,205,15,1,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,55,100,"2:45 pm","4:20 pm",,Fall,fall,09-17-2012,"light rain previous days","light wind",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",buried,.075,.44,"check size in photo",No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-11-2012,"Year 1","United States",CA,Marin,215,15,17,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,56.3,100,"2:30 pm","3:30 pm",,Fall,fall,10-14-2012,"rained one day last week","clear skies, no wind",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material","partially buried",.1,3,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-11-2012,"Year 1","United States",CA,Marin,215,15,17,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,56.3,100,"2:30 pm","3:30 pm",,Fall,fall,10-14-2012,"rained one day last week","clear skies, no wind",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",surface,.15,.35,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-11-2012,"Year 1","United States",CA,Marin,215,15,17,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,56.3,100,"2:30 pm","3:30 pm",,Fall,fall,10-14-2012,"rained one day last week","clear skies, no wind",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material","partially buried",.27,1.3,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",11-11-2012,"Year 1","United States",CA,"San Mateo",219,17,2,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,50,100,"2:00 pm","2:50 pm",,Fall,fall,10-13-2012,"storm on 11-6 and 11-7","cloud cover 0%, calm",0,yes,,1.0,1,,Yes,"Processed Lumber",Other,surface,.02,"1.2 ","Length = 1.2m in diameter",No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",12-09-2012,"Year 1","United States",CA,Marin,227,15,3,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,64,100,"12:30 pm","2:45 pm",,Winter,fall,11-11-2012,"three storms and high wind from 11/28 - 12/5",calm,0,yes,,1.0,1,,Yes,"Processed Lumber","Lumber/building material","partially buried",.1,1,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",12-09-2012,"Year 1","United States",CA,Marin,228,15,4,"Drakes Beach, Point Reyes National Seashore",38.03165,-122.94725,38.03083,-122.94821,,65,100,"12:30 pm","2:45 pm",,Winter,fall,11-11-2012,"three storms and high winds from 11/28 - 12/5",calm,0,yes,,1.0,1,"tarballs were found in transect",No,Plastic,Other,surface,1.5,1,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",12-10-2012,"Year 1","United States",CA,Marin,235,14,7,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,35,100,"2:15 pm","3:45 pm",,Winter,fall,11-12-2012,"rain 4 days ago","calm and sunny",0,yes,,1.0,1,,No,"Processed Lumber","Lumber/building material",surface,.15,1.,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",12-10-2012,"Year 1","United States",CA,Marin,236,14,4,"South Beach, Point Reyes National Seashore",38.05476,-122.98576,38.05578,-122.98581,,35,100,"2:15 pm","3:45 pm",,Winter,fall,11-12-2012,"rain 4 days ago","calm and sunny",0,no,,1.0,1,,No,Plastic,"Foam Plastic",surface,.15,.6,,No
Standing-Stock,"Gulf of the Farallones National Marine Sanctuary",12-08-2012,"Year 1","United States",CA,"San Mateo",244,17,7,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,56.2,100,"1:30 pm","2:30 pm",,Winter,fall,11-11-2012,"high winds and rain","calm and clear",0,yes,,1.0,1,,No,Other/Unclassifiable,Other,"half buried",1,1,"rusted car tire (containing both metal and rubber)",Yes
Accumulation,"Redfish Rocks",01-14-2013,"Year 1","United States",OR,Curry,254,11,,"Rocky Point",42.7149,-124.4621,42.7139,-124.462,,48,102,"09:00 AM","10:00 AM",,Winter,Wint,12-11-2012,"High Wind, Rain.  High Tides","Sunny. S wind <10mph",3,yes,,1.0,1,"No Issues to report.  Another great day at the Beach!",Yes,Plastic,"Hard Plastic",Buried,.25,1,"This is the type of tubing that is typically used for water run-off.  About 1 foot sticking out of sand, unsure of how long the tube is or how much is buried.  Length measurement defaulted to 1 since actual measurement is unknown and this form requires a number for input.",Yes
Accumulation,"Humboldt State Marine Debirs Program",01-26-2013,"Year 1","United States",CA,Humboldt,269,23,,Arcata,40.930544,-124.135261,40.933467,-124.134425,,75,340,"04:00 PM","06:00 PM",,Winter,Winter,10-28-2012,"Heavy Rain","5-10knt winds, 100% cloud cover, slight to heavy rain",6,yes,,1.0,1,,No,Metal,Other,"Burned Tires",.5,.5,"Two car tires were burned on the beach. We were able to remove most of the wiring and both rims.",No
Accumulation,"The Santa Barbara Beach Angels",09-09-2012,"Year 1","United States",CA,"Santa Barbara",270,33,,"Stearns Wharf to Mission Creek Outlet",34.411689,-119.688208,34.413325,-119.685118,,27,274,"11:00 AM","12:00 PM",,Fall,summer,09-02-2012,N/A,Sunny,30,yes,,1.0,1,"Hurt Pelican, wildlife rescue called",Yes,Cloth/Fabric,"Clothing & shoes",stranded,6.1,3,"blanket, clothing,backpack of homeless person. ",No
Accumulation,"California Coast National Monument Task Force",02-01-2013,"Year 1","United States",CA,Sonoma,273,40,,"Blackpoint Beach",38.6905486,-123.4355847,38.6892339,-123.4329388,,40.2,898,"09:00 AM","10:30 AM",,Winter,winter,02-01-2013,"none, some large waves in weeks prior","sunny- 0% cloud cover",1,yes,,1.0,1,"Many small styro-foam pieces similar to old foam paddle boards; too small to pick up.  Very little debris along north half of beach - mostly concentrated in center stretch of beach.",No,Plastic,"Hard Plastic","clean, half buried in sand",0.13,4.5,"1 large ~12' length of black plastic 5"" diam pipe half submerged at the low tine line: could not remove.  Pipe was clean, i.e., no fouling organisms.",Yes
Standing-Stock,"BC Ministry of Environment",07-18-2012,"Year 1",Canada,BC,"Haida Gwaii",288,47,,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,100,100,"02:15 PM","02:45 PM",,Summer,Summer,06-30-2012,"NW 35 knots","Overcast 10knots winds",3,yes,,1.0,1,,No,Plastic,"Hard Plastic",Stranded,0.3,0.6,"3 buckets",Yes
Standing-Stock,"BC Ministry of Environment",05-10-2012,"Year 1",Canada,BC,"Haida Gwaii",289,47,,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,200,100,"01:50 PM","02:30 PM",,Spring,Spring,05-10-2012,"High Winds, high tides","SE 10-15 Knots",2,yes,,1.0,1,"This is combined transects 1-20.",No,Plastic,"Foam Plastic","Just sitting there",0.3,1,"White Foam Float ",Yes
Standing-Stock,"BC Ministry of Environment",06-03-2012,"Year 1",Canada,BC,"Haida Gwaii",290,47,,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,300,100,"04:26 PM","06:00 PM",,Summer,Summer,05-10-2012,none,"15 knots SE, 5% cloud",1,yes,,1.0,1,"Mostly clean. Debris appears mostly old, nothing indicating Tsunami origin.

Combined survey for Transects 1,2,5 and 19.",No,Plastic,"Foam Plastic","no data",0.5,0.3,,Yes
Standing-Stock,"BC Ministry of Environment",06-30-2012,"Year 1",Canada,BC,"Haida Gwaii",291,47,,"Cape Fife / East Beach - Naikoon Provincial Park",54.08265,-131.67422,54.08188,-131.67432,,170,100,"03:30 PM","04:00 PM",,Summer,Summer,06-03-2012,none,"Calm, Overcast",1,yes,,1.0,1,,No,Plastic,"Hard Plastic","No Data",0.3,0.3,"3 Buckets",Yes
